Roll Number,Professional Elective 1,Professional Elective 2,Core Section
22053351,,,CSE-05
22053352,,,CSE-01
22053353,,,CSE-30
22053354,,,CSE-02
22053355,,,CSE-33
22053356,,,CSE-28
22053357,,,CSE-29
22053358,,,CSE-14
22053359,,,CSE-40
22053360,,,CSE-04
22053361,,,CSE-10
22053362,,,CSE-28
22053363,,,CSE-02
22053364,,,CSE-11
22053365,,,CSE-51
22053366,,,CSE-30
22053367,,,CSE-54
22053368,,,CSE-11
22053369,,,CSE-40
22053372,,,CSE-53
22053373,,,CSE-52
22053374,,,CSE-53
22053375,,,CSE-02
22053376,,,CSE-43
22053377,,,CSE-52
22053378,,,CSE-43
22053379,,,CSE-53
22053380,,,CSE-43
22053382,,,CSE-52
22053383,,,CSE-52
22053384,,,CSE-43
22053386,,,CSE-43
22053387,,,CSE-28
22053388,,,CSE-27
22053390,,,CSE-28
22053391,,,CSE-44
22053392,,,CSE-36
22053395,,,CSE-36
22053396,,,CSE-39
22053398,,,CSE-46
22053399,,,CSE-39
22053400,,,CSE-46
22053401,,,CSE-06
22053402,,,CSE-34
22053403,,,CSE-05
22053404,,,CSE-36
22053405,,,CSE-10
22053406,,,CSE-46
22053408,,,CSE-08
22053409,,,CSE-36
22053410,,,CSE-18
22053411,,,CSE-18
22053412,,,CSE-15
22053413,,,CSE-23
22053414,,,CSE-09
22053415,,,CSE-06
22053416,,,CSE-46
22053417,,,CSE-46
22053418,,,CSE-06
22053422,,,CSE-05
22053423,,,CSE-19
22053424,,,CSE-32
22053426,,,CSE-39
22053427,,,CSE-15
22053428,,,CSE-30
22053429,,,CSE-18
22053430,,,CSE-55
22053431,,,CSE-31
22053432,,,CSE-18
22053433,,,CSE-25
22053434,,,CSE-06
22053435,,,CSE-39
22053436,,,CSE-41
22053437,,,CSE-12
22053439,,,CSE-20
22053440,,,CSE-49
22053441,,,CSE-36
22053443,,,CSE-31
22053444,,,CSE-18
22053445,,,CSE-39
22053447,,,CSE-39
22053448,,,CSE-06
22053449,,,CSE-36
22053450,,,CSE-39
22053451,,,CSE-05
22053452,,,CSE-07
22053453,,,CSE-48
22053454,,,CSE-54
22053455,,,CSE-48
22053456,,,CSE-36
22053458,,,CSE-18
22053459,,,CSE-17
22053460,,,CSE-37
22053461,,,CSE-53
22053462,,,CSE-55
22053463,,,CSE-09
22053464,,,CSE-22
22053465,,,CSE-05
22053466,,,CSE-46
22053467,,,CSE-19
22053468,,,CSE-25
22053469,,,CSE-20
22053470,,,CSE-06
22053471,,,CSE-46
22053473,,,CSE-19
22053474,,,CSE-29
22053476,,,CSE-05
22053477,,,CSE-46
22053478,,,CSE-31
22053479,,,CSE-20
22053481,,,CSE-15
22053482,,,CSE-46
22053483,,,CSE-39
22053484,,,CSE-39
22053485,,,CSE-12
22053486,,,CSE-50
22053487,,,CSE-52
22053488,,,CSE-11
22053489,,,CSE-31
22053490,,,CSE-39
22053491,,,CSE-18
22053493,,,CSE-39
22053494,,,CSE-35
22053495,,,CSE-39
22053496,,,CSE-45
22053497,,,CSE-46
22053499,,,CSE-52
22053501,,,CSE-34
22053502,,,CSE-46
22053503,,,CSE-12
22053504,,,CSE-34
22053505,,,CSE-22
22053507,,,CSE-49
22053508,,,CSE-05
22053510,,,CSE-34
22053511,,,CSE-45
22053514,,,CSE-55
22053515,,,CSE-43
22053516,,,CSE-36
22053517,,,CSE-03
22053519,,,CSE-41
22053520,,,CSE-15
22053523,,,CSE-34
22053527,,,CSE-46
22053528,,,CSE-51
22053529,,,CSE-14
22053530,,,CSE-45
22053531,,,CSE-55
22053532,,,CSE-42
22053533,,,CSE-29
22053534,,,CSE-24
22053535,,,CSE-03
22053538,,,CSE-45
22053539,,,CSE-45
22053540,,,CSE-02
22053541,,,CSE-39
22053542,,,CSE-19
22053543,,,CSE-41
22053546,,,CSE-29
22053547,,,CSE-23
22053548,,,CSE-05
22053549,,,CSE-28
22053550,,,CSE-45
22053553,,,CSE-05
22053554,,,CSE-15
22053555,,,CSE-34
22053556,,,CSE-34
22053558,,,CSE-55
22053560,,,CSE-15
22053561,,,CSE-15
22053562,,,CSE-51
22053563,,,CSE-05
22053564,,,CSE-45
22053565,,,CSE-49
22053566,,,CSE-02
22053567,,,CSE-09
22053568,,,CSE-09
22053569,,,CSE-39
22053570,,,CSE-43
22053571,,,CSE-07
22053572,,,CSE-13
22053573,,,CSE-13
22053574,,,CSE-11
22053575,,,CSE-19
22053577,,,CSE-15
22053578,,,CSE-16
22053579,,,CSE-13
22053580,,,CSE-41
22053581,,,CSE-02
22053582,,,CSE-41
22053583,,,CSE-38
22053584,,,CSE-09
22053585,,,CSE-09
22053586,,,CSE-40
22053587,,,CSE-12
22053588,,,CSE-12
22053589,,,CSE-13
22053590,,,CSE-03
22053591,,,CSE-03
22053592,,,CSE-22
22053593,,,CSE-22
22053594,,,CSE-32
22053595,,,CSE-09
22053596,,,CSE-53
22053597,,,CSE-15
22053598,,,CSE-37
22053599,,,CSE-39
22053600,,,CSE-26
22053601,,,CSE-32
22053602,,,CSE-15
22053603,,,CSE-09
22053604,,,CSE-27
22053605,,,CSE-08
22053606,,,CSE-02
22053607,,,CSE-38
22053608,,,CSE-15
22053609,,,CSE-53
22053610,,,CSE-18
22053611,,,CSE-32
22053612,,,CSE-09
22053613,,,CSE-45
22053614,,,CSE-19
22053615,,,CSE-22
22053616,,,CSE-19
22053617,,,CSE-15
22053618,,,CSE-03
22053619,,,CSE-33
22053620,,,CSE-10
22053621,,,CSE-02
22053622,,,CSE-53
22053623,,,CSE-13
22053625,,,CSE-43
22053626,,,CSE-24
22053627,,,CSE-41
22053628,,,CSE-13
22053629,,,CSE-13
22053630,,,CSE-05
22053632,,,CSE-13
22053633,,,CSE-11
22053634,,,CSE-22
22053635,,,CSE-09
22053636,,,CSE-11
22053637,,,CSE-33
22053638,,,CSE-52
22053639,,,CSE-22
22053640,,,CSE-02
22053641,,,CSE-09
22053642,,,CSE-09
22053643,,,CSE-06
22053644,,,CSE-09
22053645,,,CSE-46
22053646,,,CSE-51
22053648,,,CSE-18
22053649,,,CSE-09
22053650,,,CSE-39
22053651,,,CSE-44
22053652,,,CSE-43
22053653,,,CSE-11
22053654,,,CSE-40
22053655,,,CSE-11
22053656,,,CSE-02
22053657,,,CSE-21
22053658,,,CSE-38
22053659,,,CSE-53
22053660,,,CSE-34
22053661,,,CSE-14
22053662,,,CSE-54
22053663,,,CSE-31
22053664,,,CSE-15
22053665,,,CSE-11
22053667,,,CSE-33
22053668,,,CSE-15
22053669,,,CSE-24
22053670,,,CSE-24
22053671,,,CSE-24
22053673,,,CSE-16
22053674,,,CSE-16
22053676,,,CSE-31
22053677,,,CSE-47
22053678,,,CSE-14
22053679,,,CSE-31
22053680,,,CSE-44
22053681,,,CSE-34
22053682,,,CSE-03
22053683,,,CSE-15
22053684,,,CSE-44
22053685,,,CSE-41
22053687,,,CSE-47
22053688,,,CSE-39
22053690,,,CSE-13
22053691,,,CSE-05
22053692,,,CSE-08
22053693,,,CSE-04
22053694,,,CSE-21
22053696,,,CSE-11
22053697,,,CSE-36
22053698,,,CSE-22
22053699,,,CSE-55
22053700,,,CSE-47
22053701,,,CSE-16
22053702,,,CSE-16
22053703,,,CSE-47
22053704,,,CSE-36
22053705,,,CSE-11
22053706,,,CSE-11
22053708,,,CSE-29
22053709,,,CSE-14
22053710,,,CSE-16
22053711,,,CSE-28
22053712,,,CSE-15
22053713,,,CSE-15
22053714,,,CSE-16
22053715,,,CSE-34
22053716,,,CSE-34
22053717,,,CSE-34
22053718,,,CSE-44
22053719,,,CSE-11
22053720,,,CSE-04
22053721,,,CSE-07
22053722,,,CSE-32
22053724,,,CSE-40
22053726,,,CSE-43
22053728,,,CSE-21
22053729,,,CSE-43
22053730,,,CSE-53
22053731,,,CSE-54
22053732,,,CSE-42
22053733,,,CSE-47
22053734,,,CSE-44
22053736,,,CSE-28
22053737,,,CSE-43
22053739,,,CSE-05
22053740,,,CSE-24
22053741,,,CSE-47
22053742,,,CSE-11
22053744,,,CSE-54
22053745,,,CSE-54
22053747,,,CSE-24
22053749,,,CSE-29
22053751,,,CSE-20
22053752,,,CSE-41
22053753,,,CSE-45
22053754,,,CSE-20
22053755,,,CSE-33
22053756,,,CSE-23
22053757,,,CSE-20
22053758,,,CSE-18
22053759,,,CSE-23
22053760,,,CSE-13
22053761,,,CSE-43
22053762,,,CSE-36
22053763,,,CSE-28
22053764,,,CSE-01
22053765,,,CSE-43
22053766,,,CSE-47
22053767,,,CSE-52
22053768,,,CSE-06
22053770,,,CSE-07
22053772,,,CSE-18
22053774,,,CSE-20
22053775,,,CSE-34
22053776,,,CSE-20
22053777,,,CSE-42
22053778,,,CSE-33
22053781,,,CSE-45
22053782,,,CSE-48
22053783,,,CSE-33
22053784,,,CSE-20
22053786,,,CSE-05
22053787,,,CSE-13
22053788,,,CSE-05
22053789,,,CSE-47
22053791,,,CSE-23
22053793,,,CSE-02
22053794,,,CSE-18
22053795,,,CSE-02
22053796,,,CSE-34
22053797,,,CSE-55
22053800,,,CSE-05
22053803,,,CSE-01
22053804,,,CSE-15
22053805,,,CSE-18
22053806,,,CSE-20
22053807,,,CSE-15
22053808,,,CSE-47
22053809,,,CSE-06
22053810,,,CSE-01
22053811,,,CSE-20
22053812,,,CSE-20
22053813,,,CSE-13
22053814,,,CSE-35
22053815,,,CSE-20
22053816,,,CSE-33
22053817,,,CSE-18
22053818,,,CSE-06
22053819,,,CSE-32
22053820,,,CSE-24
22053821,,,CSE-24
22053822,,,CSE-20
22053824,,,CSE-06
22053825,,,CSE-34
22053826,,,CSE-04
22053827,,,CSE-17
22053828,,,CSE-22
22053829,,,CSE-03
22053830,,,CSE-13
22053831,,,CSE-32
22053832,,,CSE-42
22053833,,,CSE-09
22053834,,,CSE-28
22053835,,,CSE-28
22053836,,,CSE-50
22053837,,,CSE-35
22053838,,,CSE-54
22053839,,,CSE-34
22053840,,,CSE-55
22053841,,,CSE-22
22053842,,,CSE-27
22053843,,,CSE-22
22053844,,,CSE-24
22053845,,,CSE-48
22053846,,,CSE-23
22053847,,,CSE-22
22053848,,,CSE-20
22053849,,,CSE-20
22053850,,,CSE-13
22053851,,,CSE-48
22053852,,,CSE-48
22053853,,,CSE-11
22053855,,,CSE-08
22053856,,,CSE-12
22053857,,,CSE-36
22053858,,,CSE-26
22053859,,,CSE-36
22053860,,,CSE-39
22053861,,,CSE-34
22053864,,,CSE-35
22053865,,,CSE-35
22053866,,,CSE-41
22053867,,,CSE-03
22053868,,,CSE-41
22053869,,,CSE-44
22053870,,,CSE-54
22053871,,,CSE-39
22053872,,,CSE-08
22053873,,,CSE-39
22053875,,,CSE-37
22053876,,,CSE-39
22053877,,,CSE-06
22053878,,,CSE-09
22053879,,,CSE-29
22053880,,,CSE-14
22053881,,,CSE-09
22053882,,,CSE-09
22053883,,,CSE-41
22053884,,,CSE-06
22053885,,,CSE-39
22053886,,,CSE-28
22053887,,,CSE-35
22053888,,,CSE-34
22053889,,,CSE-29
22053890,,,CSE-43
22053891,,,CSE-29
22053892,,,CSE-54
22053893,,,CSE-54
22053895,,,CSE-09
22053897,,,CSE-52
22053898,,,CSE-14
22053899,,,CSE-06
22053900,,,CSE-29
22053901,,,CSE-29
22053902,,,CSE-46
22053903,,,CSE-53
22053904,,,CSE-13
22053905,,,CSE-41
22053906,,,CSE-47
22053907,,,CSE-13
22053908,,,CSE-32
22053909,,,CSE-39
22053910,,,CSE-40
22053911,,,CSE-09
22053912,,,CSE-39
22053913,,,CSE-40
22053914,,,CSE-11
22053915,,,CSE-54
22053916,,,CSE-55
22053917,,,CSE-54
22053918,,,CSE-49
22053919,,,CSE-41
22053921,,,CSE-24
22053922,,,CSE-08
22053923,,,CSE-54
22053924,,,CSE-10
22053925,,,CSE-47
22053926,,,CSE-48
22053927,,,CSE-08
22053928,,,CSE-30
22053929,,,CSE-20
22053930,,,CSE-54
22053931,,,CSE-31
22053932,,,CSE-08
22053933,,,CSE-16
22053934,,,CSE-46
22053935,,,CSE-08
22053936,,,CSE-42
22053938,,,CSE-29
22053939,,,CSE-55
22053940,,,CSE-39
22053941,,,CSE-54
22053942,,,CSE-40
22053943,,,CSE-08
22053944,,,CSE-30
22053945,,,CSE-02
22053946,,,CSE-41
22053947,,,CSE-41
22053948,,,CSE-29
22053949,,,CSE-54
22053950,,,CSE-44
22053951,,,CSE-47
22053952,,,CSE-53
22053953,,,CSE-30
22053954,,,CSE-24
22053955,,,CSE-47
22053956,,,CSE-46
22053958,,,CSE-47
22053960,,,CSE-36
22053961,,,CSE-40
22053962,,,CSE-22
22053963,,,CSE-21
22053964,,,CSE-40
22053965,,,CSE-18
22053966,,,CSE-06
22053967,,,CSE-17
22053968,,,CSE-02
22053969,,,CSE-41
22053970,,,CSE-42
22053971,,,CSE-28
22053972,,,CSE-54
22053973,,,CSE-28
22053976,,,CSE-47
22053977,,,CSE-42
22053978,,,CSE-30
22053979,,,CSE-42
22053980,,,CSE-41
22053981,,,CSE-02
22053982,,,CSE-08
22053983,,,CSE-33
22053984,,,CSE-08
22053985,,,CSE-55
22053986,,,CSE-42
22053987,,,CSE-31
22053988,,,CSE-32
22053989,,,CSE-41
22053990,,,CSE-41
22053992,,,CSE-54
22053993,,,CSE-40
22053994,,,CSE-55
22053995,,,CSE-38
22053996,,,CSE-08
22053997,,,CSE-06
22053998,,,CSE-48
22053999,,,CSE-32
22054000,,,CSE-46
22054001,,,CSE-39
22054002,,,CSE-39
22054003,,,CSE-55
22054004,,,CSE-41
22054005,,,CSE-39
22054006,,,CSE-45
22054007,,,CSE-40
22054008,,,CSE-16
22054009,,,CSE-38
22054010,,,CSE-46
22054011,,,CSE-38
22054012,,,CSE-38
22054013,,,CSE-40
22054014,,,CSE-37
22054015,,,CSE-38
22054016,,,CSE-41
22054017,,,CSE-48
22054019,,,CSE-07
22054020,,,CSE-50
22054021,,,CSE-37
22054022,,,CSE-15
22054023,,,CSE-04
22054024,,,CSE-17
22054027,,,CSE-51
22054028,,,CSE-38
22054029,,,CSE-12
22054030,,,CSE-14
22054031,,,CSE-38
22054032,,,CSE-04
22054033,,,CSE-39
22054034,,,CSE-27
22054035,,,CSE-39
22054036,,,CSE-30
22054037,,,CSE-07
22054038,,,CSE-12
22054039,,,CSE-12
22054040,,,CSE-37
22054041,,,CSE-14
22054042,,,CSE-12
22054043,,,CSE-37
22054044,,,CSE-26
22054045,,,CSE-37
22054046,,,CSE-30
22054047,,,CSE-15
22054049,,,CSE-50
22054050,,,CSE-18
22054051,,,CSE-51
22054052,,,CSE-16
22054053,,,CSE-12
22054054,,,CSE-40
22054057,,,CSE-25
22054058,,,CSE-37
22054059,,,CSE-35
22054060,,,CSE-21
22054061,,,CSE-39
22054062,,,CSE-30
22054064,,,CSE-10
22054065,,,CSE-07
22054066,,,CSE-51
22054067,,,CSE-43
22054068,,,CSE-51
22054069,,,CSE-11
22054070,,,CSE-20
22054071,,,CSE-30
22054072,,,CSE-37
22054073,,,CSE-37
22054074,,,CSE-30
22054075,,,CSE-40
22054077,,,CSE-10
22054078,,,CSE-18
22054079,,,CSE-04
22054080,,,CSE-25
22054081,,,CSE-12
22054082,,,CSE-38
22054083,,,CSE-38
22054084,,,CSE-51
22054085,,,CSE-47
22054086,,,CSE-40
22054088,,,CSE-45
22054089,,,CSE-39
22054090,,,CSE-47
22054091,,,CSE-30
22054092,,,CSE-38
22054095,,,CSE-30
22054096,,,CSE-12
22054097,,,CSE-54
22054098,,,CSE-40
22054099,,,CSE-43
22054100,,,CSE-16
22054102,,,CSE-16
22054103,,,CSE-47
22054104,,,CSE-38
22054105,,,CSE-34
22054106,,,CSE-14
22054107,,,CSE-43
22054108,,,CSE-16
22054109,,,CSE-29
22054110,,,CSE-23
22054111,,,CSE-54
22054113,,,CSE-14
22054114,,,CSE-02
22054115,,,CSE-28
22054117,,,CSE-20
22054118,,,CSE-52
22054119,,,CSE-06
22054120,,,CSE-25
22054121,,,CSE-02
22054122,,,CSE-47
22054123,,,CSE-36
22054124,,,CSE-17
22054125,,,CSE-18
22054126,,,CSE-21
22054128,,,CSE-15
22054129,,,CSE-39
22054130,,,CSE-28
22054131,,,CSE-04
22054132,,,CSE-41
22054133,,,CSE-02
22054134,,,CSE-15
22054135,,,CSE-31
22054137,,,CSE-13
22054138,,,CSE-15
22054139,,,CSE-21
22054140,,,CSE-14
22054141,,,CSE-55
22054142,,,CSE-16
22054144,,,CSE-39
22054145,,,CSE-09
22054146,,,CSE-14
22054147,,,CSE-05
22054148,,,CSE-05
22054150,,,CSE-54
22054151,,,CSE-04
22054152,,,CSE-21
22054153,,,CSE-50
22054154,,,CSE-15
22054155,,,CSE-49
22054156,,,CSE-19
22054157,,,CSE-04
22054158,,,CSE-54
22054159,,,CSE-26
22054160,,,CSE-21
22054162,,,CSE-11
22054163,,,CSE-38
22054164,,,CSE-49
22054165,,,CSE-50
22054166,,,CSE-33
22054167,,,CSE-52
22054168,,,CSE-36
22054169,,,CSE-41
22054170,,,CSE-41
22054171,,,CSE-28
22054172,,,CSE-41
22054173,,,CSE-25
22054174,,,CSE-21
22054176,,,CSE-25
22054177,,,CSE-36
22054178,,,CSE-21
22054180,,,CSE-34
22054181,,,CSE-28
22054182,,,CSE-30
22054183,,,CSE-26
22054184,,,CSE-07
22054185,,,CSE-33
22054186,,,CSE-13
22054187,,,CSE-31
22054188,,,CSE-55
22054189,,,CSE-22
22054191,,,CSE-17
22054192,,,CSE-26
22054193,,,CSE-07
22054194,,,CSE-33
22054196,,,CSE-14
22054197,,,CSE-07
22054198,,,CSE-49
22054199,,,CSE-19
22054200,,,CSE-01
22054201,,,CSE-10
22054202,,,CSE-20
22054203,,,CSE-19
22054204,,,CSE-24
22054206,,,CSE-24
22054207,,,CSE-22
22054208,,,CSE-22
22054209,,,CSE-51
22054210,,,CSE-20
22054211,,,CSE-48
22054212,,,CSE-05
22054213,,,CSE-22
22054214,,,CSE-04
22054215,,,CSE-46
22054216,,,CSE-26
22054217,,,CSE-02
22054218,,,CSE-43
22054219,,,CSE-07
22054220,,,CSE-03
22054221,,,CSE-48
22054222,,,CSE-26
22054223,,,CSE-14
22054224,,,CSE-01
22054225,,,CSE-10
22054226,,,CSE-43
22054227,,,CSE-38
22054228,,,CSE-04
22054229,,,CSE-34
22054230,,,CSE-26
22054231,,,CSE-40
22054232,,,CSE-47
22054233,,,CSE-49
22054234,,,CSE-30
22054235,,,CSE-16
22054236,,,CSE-47
22054238,,,CSE-48
22054239,,,CSE-28
22054241,,,CSE-04
22054242,,,CSE-41
22054243,,,CSE-16
22054244,,,CSE-16
22054245,,,CSE-42
22054246,,,CSE-07
22054247,,,CSE-51
22054248,,,CSE-35
22054249,,,CSE-09
22054250,,,CSE-33
22054251,,,CSE-54
22054252,,,CSE-34
22054253,,,CSE-34
22054254,,,CSE-35
22054255,,,CSE-34
22054256,,,CSE-47
22054257,,,CSE-53
22054258,,,CSE-15
22054261,,,CSE-38
22054262,,,CSE-03
22054263,,,CSE-45
22054264,,,CSE-46
22054265,,,CSE-46
22054266,,,CSE-40
22054267,,,CSE-08
22054268,,,CSE-08
22054269,,,CSE-08
22054270,,,CSE-15
22054271,,,CSE-19
22054272,,,CSE-08
22054273,,,CSE-07
22054274,,,CSE-10
22054275,,,CSE-09
22054276,,,CSE-41
22054277,,,CSE-17
22054278,,,CSE-08
22054279,,,CSE-22
22054280,,,CSE-08
22054281,,,CSE-21
22054282,,,CSE-08
22054283,,,CSE-21
22054284,,,CSE-11
22054285,,,CSE-46
22054286,,,CSE-13
22054287,,,CSE-12
22054288,,,CSE-19
22054289,,,CSE-06
22054290,,,CSE-21
22054291,,,CSE-40
22054292,,,CSE-42
22054293,,,CSE-21
22054295,,,CSE-46
22054298,,,CSE-43
22054299,,,CSE-38
22054300,,,CSE-42
22054301,,,CSE-36
22054302,,,CSE-55
22054303,,,CSE-33
22054304,,,CSE-18
22054305,,,CSE-15
22054306,,,CSE-50
22054307,,,CSE-14
22054308,,,CSE-38
22054311,,,CSE-47
22054312,,,CSE-51
22054313,,,CSE-39
22054314,,,CSE-41
22054316,,,CSE-47
22054317,,,CSE-09
22054318,,,CSE-47
22054319,,,CSE-04
22054320,,,CSE-31
22054321,,,CSE-53
22054322,,,CSE-21
22054323,,,CSE-23
22054324,,,CSE-04
22054325,,,CSE-05
22054326,,,CSE-46
22054327,,,CSE-20
22054328,,,CSE-04
22054329,,,CSE-53
22054330,,,CSE-23
22054331,,,CSE-47
22054332,,,CSE-07
22054334,,,CSE-28
22054335,,,CSE-12
22054336,,,CSE-01
22054337,,,CSE-14
22054338,,,CSE-47
22054339,,,CSE-44
22054340,,,CSE-52
22054341,,,CSE-52
22054342,,,CSE-44
22054343,,,CSE-52
22054344,,,CSE-33
22054345,,,CSE-53
22054346,,,CSE-01
22054347,,,CSE-49
22054348,,,CSE-49
22054349,,,CSE-49
22054350,,,CSE-14
22054351,,,CSE-31
22054352,,,CSE-33
22054353,,,CSE-40
22054355,,,CSE-15
22054356,,,CSE-47
22054357,,,CSE-17
22054358,,,CSE-14
22054359,,,CSE-38
22054360,,,CSE-50
22054361,,,CSE-31
22054362,,,CSE-13
22054363,,,CSE-17
22054364,,,CSE-33
22054365,,,CSE-33
22054366,,,CSE-15
22054368,,,CSE-50
22054369,,,CSE-38
22054370,,,CSE-52
22054371,,,CSE-52
22054372,,,CSE-04
22054373,,,CSE-09
22054375,,,CSE-49
22054376,,,CSE-26
22054377,,,CSE-50
22054378,,,CSE-52
22054379,,,CSE-49
22054380,,,CSE-23
22054381,,,CSE-47
22054382,,,CSE-31
22054383,,,CSE-40
22054384,,,CSE-40
22054385,,,CSE-36
22054386,,,CSE-33
22054388,,,CSE-33
22054389,,,CSE-01
22054390,,,CSE-03
22054391,,,CSE-25
22054393,,,CSE-03
22054394,,,CSE-25
22054395,,,CSE-52
22054397,,,CSE-36
22054398,,,CSE-23
22054399,,,CSE-02
22054400,,,CSE-40
22054402,,,CSE-46
22054403,,,CSE-23
22054404,,,CSE-23
22054405,,,CSE-23
22054407,,,CSE-12
22054408,,,CSE-26
22054409,,,CSE-10
22054410,,,CSE-53
22054411,,,CSE-33
22054412,,,CSE-25
22054413,,,CSE-28
22054414,,,CSE-24
22054415,,,CSE-25
22054416,,,CSE-25
22054417,,,CSE-25
22054418,,,CSE-25
22054419,,,CSE-25
22054420,,,CSE-03
22054421,,,CSE-25
22054422,,,CSE-38
22054423,,,CSE-22
22054424,,,CSE-31
22054425,,,CSE-03
22054426,,,CSE-05
22054427,,,CSE-38
22054428,,,CSE-34
22054429,,,CSE-03
22054430,,,CSE-54
22054431,,,CSE-38
22054432,,,CSE-23
22054433,,,CSE-20
22054434,,,CSE-31
22054436,,,CSE-49
22054437,,,CSE-34
22054438,,,CSE-06
22054439,,,CSE-38
22054440,,,CSE-34
22054441,,,CSE-34
22054442,,,CSE-31
22054443,,,CSE-51
22054444,,,CSE-52
22054445,,,CSE-39
22054446,,,CSE-49
22054447,,,CSE-52
22054448,,,CSE-38
22054449,,,CSE-32
22054450,,,CSE-51
22054451,,,CSE-54
22054452,,,CSE-12
22054453,,,CSE-06
22054454,,,CSE-16
22054455,,,CSE-17
22054456,,,CSE-49
22054457,,,CSE-41
22054459,,,CSE-31
22054460,,,CSE-55
22054461,,,CSE-31
22054462,,,CSE-31
22054463,,,CSE-08
22054464,,,CSE-08
22054465,,,CSE-27
22054466,,,CSE-39
22054467,,,CSE-49
22054468,,,CSE-45
22054469,,,CSE-34
22054470,,,CSE-34
22054471,,,CSE-31
22054472,,,CSE-34
23057003,,,CSE-07
23057005,,,CSE-40
23057006,,,CSE-05
23057007,,,CSE-07
23057008,,,CSE-10
23057010,,,CSE-42
23057011,,,CSE-42
23057012,,,CSE-04
23057013,,,CSE-45
23057015,,,CSE-28
23057016,,,CSE-14
23057017,,,CSE-41
23057018,,,CSE-36
23057019,,,CSE-38
23057020,,,CSE-07
23057021,,,CSE-38
23057022,,,CSE-38
23057023,,,CSE-40
23057026,,,CSE-52
23057029,,,CSE-41
23057030,,,CSE-38
23057031,,,CSE-45
23057032,,,CSE-07
23057033,,,CSE-45
23057034,,,CSE-07
23057036,,,CSE-49
23057037,,,CSE-07
23057038,,,CSE-40
23057040,,,CSE-14
23057042,,,CSE-45
23057043,,,CSE-34
23057044,,,CSE-40
23057046,,,CSE-40
23057047,,,CSE-37
23057048,,,CSE-01
23057049,,,CSE-40
23057050,,,CSE-40
23057051,,,CSE-41
23057052,,,CSE-30
23057053,,,CSE-39
23057054,,,CSE-30
23057055,,,CSE-11
23057056,,,CSE-30
23057057,,,CSE-40
23057058,,,CSE-40
23057059,,,CSE-03
23057060,,,CSE-41
23057063,,,CSE-07
23057064,,,CSE-26
2205008,,,CSE-07
2205045,,,CSE-07
22051324,,,CSE-16
22051330,,,CSE-09
22051421,,,CSE-08
22051484,,,CSE-09
22051775,,,CSE-39
22051907,,,CSE-09
22052046,,,CSE-09
22052078,,,CSE-11
2205237,,,CSE-11
2205265,,,CSE-25
22052760,,,CSE-25
22052854,,,CSE-25
22053151,,,CSE-13
22053672,,,CSE-29
22054127,,,CSE-25
22054294,,,CSE-25
22054296,,,CSE-25
22054297,,,CSE-25
2205718,,,CSE-36
2205761,,,CSE-25
2205867,,,CSE-25
2205944,,,CSE-25
2205946,,,CSE-25
23057004,,,CSE-34
23057025,,,CSE-34
22053419,,,CSE-06
2205141,,,CSE-50
22053631,,,CSE-13
22053686,,,CSE-05
22053407,,,CSE-19
22053420,,,CSE-19
22053624,,,CSE-29
22053666,,,CSE-18
22051545,,,CSE-52
22051902,,,CSE-49
22053370,,,CSE-08
22053381,,,CSE-08
22053513,,,CSE-18
22053512,,,CSE-18
22053480,,,CSE-40
22053675,,,CSE-13
22054396,,,CSE-52
22052837,,,CSE-05
22052719,,,CSE-10
23057061,,,CSE-38
22053545,,,CSE-12
22053727,,,CSE-12
22053498,,,CSE-12
22053522,,,CSE-12
22054143,,,CSE-16
22053308,,,CSE-13
2205657,,,CSE-39
22051910,,,CSE-38
22051695,,,CSE-36
22052505,,,CSE-18
22052931,,,CSE-01
22053472,,,CSE-36
2205559,,,CSE-26
22053723,,,CSE-24
22053957,,,CSE-21
22054406,,,CSE-46
22051297,,,CSE-27
22051463,,,CSE-52
22052114,,,CSE-51
23057014,,,CSE-35
2205150,,,CSE-04
22053333,,,CSE-14
2205377,,,CSE-04
22052183,,,CSE-23
22051426,,,CSE-51
2206001,,,IT-03
2206002,,,IT-03
2206003,,,IT-03
2206004,,,IT-02
2206005,,,IT-04
2206006,,,IT-05
2206007,,,IT-04
2206008,,,IT-03
2206009,,,IT-03
2206010,,,IT-04
2206011,,,IT-02
2206012,,,IT-04
2206013,,,IT-01
2206014,,,IT-02
2206015,,,IT-03
2206016,,,IT-01
2206017,,,IT-04
2206018,,,IT-01
2206019,,,IT-06
2206020,,,IT-01
2206021,,,IT-06
2206022,,,IT-02
2206023,,,IT-01
2206024,,,IT-04
2206025,,,IT-04
2206026,,,IT-03
2206027,,,IT-02
2206028,,,IT-02
2206029,,,IT-01
2206031,,,IT-02
2206032,,,IT-06
2206033,,,IT-02
2206034,,,IT-02
2206035,,,IT-01
2206036,,,IT-06
2206037,,,IT-03
2206038,,,IT-02
2206039,,,IT-04
2206040,,,IT-04
2206041,,,IT-03
2206042,,,IT-03
2206043,,,IT-04
2206044,,,IT-06
2206045,,,IT-05
2206046,,,IT-02
2206047,,,IT-01
2206048,,,IT-01
2206050,,,IT-04
2206051,,,IT-04
2206052,,,IT-05
2206053,,,IT-02
2206055,,,IT-01
2206056,,,IT-05
2206057,,,IT-01
2206058,,,IT-04
2206060,,,IT-04
2206061,,,IT-04
2206062,,,IT-03
