Roll Number,Professional Elective 1,Professional Elective 2,Core Section
2205861,,,CSE-51
2205862,,,CSE-20
2205863,,,CSE-25
2205864,,,CSE-52
2205865,,,CSE-52
2205866,,,CSE-05
2205868,,,CSE-13
2205869,,,CSE-24
2205870,,,CSE-13
2205871,,,CSE-04
2205872,,,CSE-37
2205873,,,CSE-23
2205874,,,CSE-24
2205875,,,CSE-15
2205876,,,CSE-54
2205877,,,CSE-22
2205878,,,CSE-49
2205879,,,CSE-46
2205880,,,CSE-38
2205881,,,CSE-17
2205882,,,CSE-41
2205883,,,CSE-40
2205884,,,CSE-02
2205885,,,CSE-10
2205887,,,CSE-49
2205888,,,CSE-23
2205889,,,CSE-23
2205890,,,CSE-27
2205891,,,CSE-42
2205892,,,CSE-46
2205893,,,CSE-35
2205894,,,CSE-32
2205895,,,CSE-41
2205896,,,CSE-35
2205897,,,CSE-34
2205898,,,CSE-01
2205899,,,CSE-04
2205900,,,CSE-03
2205902,,,CSE-24
2205903,,,CSE-54
2205904,,,CSE-24
2205905,,,CSE-23
2205906,,,CSE-22
2205907,,,CSE-36
2205908,,,CSE-21
2205909,,,CSE-21
2205910,,,CSE-02
2205911,,,CSE-01
2205912,,,CSE-51
2205913,,,CSE-10
2205914,,,CSE-01
2205915,,,CSE-35
2205916,,,CSE-42
2205917,,,CSE-46
2205918,,,CSE-19
2205919,,,CSE-41
2205920,,,CSE-28
2205921,,,CSE-41
2205923,,,CSE-01
2205924,,,CSE-39
2205925,,,CSE-16
2205926,,,CSE-49
2205930,,,CSE-37
2205931,,,CSE-01
2205932,,,CSE-50
2205933,,,CSE-38
2205934,,,CSE-07
2205935,,,CSE-16
2205936,,,CSE-32
2205937,,,CSE-29
2205938,,,CSE-53
2205939,,,CSE-22
2205940,,,CSE-32
2205941,,,CSE-04
2205942,,,CSE-35
2205945,,,CSE-26
2205947,,,CSE-50
2205948,,,CSE-23
2205949,,,CSE-51
2205950,,,CSE-49
2205951,,,CSE-06
2205952,,,CSE-15
2205953,,,CSE-55
2205954,,,CSE-23
2205955,,,CSE-21
2205956,,,CSE-30
2205957,,,CSE-38
2205958,,,CSE-22
2205959,,,CSE-31
2205960,,,CSE-20
2205961,,,CSE-30
2205962,,,CSE-09
2205963,,,CSE-05
2205964,,,CSE-08
2205965,,,CSE-23
2205966,,,CSE-22
2205967,,,CSE-16
2205968,,,CSE-31
2205969,,,CSE-22
2205970,,,CSE-12
2205971,,,CSE-03
2205972,,,CSE-46
2205973,,,CSE-05
2205974,,,CSE-31
2205975,,,CSE-54
2205976,,,CSE-55
2205977,,,CSE-04
2205978,,,CSE-38
2205979,,,CSE-44
2205980,,,CSE-05
2205981,,,CSE-09
2205982,,,CSE-12
2205983,,,CSE-02
2205984,,,CSE-46
2205985,,,CSE-46
2205986,,,CSE-34
2205988,,,CSE-21
2205989,,,CSE-55
2205990,,,CSE-54
2205991,,,CSE-33
2205992,,,CSE-52
2205993,,,CSE-52
2205995,,,CSE-01
2205996,,,CSE-21
2205997,,,CSE-26
2205998,,,CSE-37
2205999,,,CSE-38
21051241,,,CSE-08
21052348,,,CSE-40
22051000,,,CSE-52
22051001,,,CSE-42
22051002,,,CSE-12
22051003,,,CSE-09
22051004,,,CSE-34
22051005,,,CSE-52
22051006,,,CSE-25
22051007,,,CSE-05
22051008,,,CSE-36
22051009,,,CSE-06
22051010,,,CSE-31
22051011,,,CSE-27
22051012,,,CSE-41
22051013,,,CSE-54
22051014,,,CSE-47
22051015,,,CSE-20
22051016,,,CSE-21
22051017,,,CSE-05
22051018,,,CSE-31
22051019,,,CSE-22
22051020,,,CSE-27
22051021,,,CSE-27
22051022,,,CSE-27
22051023,,,CSE-14
22051024,,,CSE-52
22051026,,,CSE-37
22051027,,,CSE-27
22051028,,,CSE-04
22051029,,,CSE-39
22051030,,,CSE-22
22051031,,,CSE-43
22051032,,,CSE-40
22051033,,,CSE-42
22051034,,,CSE-26
22051035,,,CSE-11
22051036,,,CSE-05
22051037,,,CSE-07
22051038,,,CSE-15
22051039,,,CSE-26
22051040,,,CSE-34
22051041,,,CSE-17
22051042,,,CSE-47
22051043,,,CSE-52
22051044,,,CSE-10
22051045,,,CSE-02
22051046,,,CSE-17
22051047,,,CSE-23
22051048,,,CSE-23
22051049,,,CSE-04
22051050,,,CSE-46
22051051,,,CSE-36
22051052,,,CSE-51
22051053,,,CSE-23
22051054,,,CSE-10
22051055,,,CSE-17
22051056,,,CSE-03
22051057,,,CSE-17
22051058,,,CSE-08
22051059,,,CSE-03
22051060,,,CSE-32
22051061,,,CSE-17
22051062,,,CSE-51
22051063,,,CSE-51
22051064,,,CSE-08
22051065,,,CSE-03
22051066,,,CSE-23
22051067,,,CSE-52
22051069,,,CSE-32
22051070,,,CSE-51
22051071,,,CSE-31
22051072,,,CSE-03
22051073,,,CSE-48
22051074,,,CSE-24
22051075,,,CSE-18
22051076,,,CSE-40
22051077,,,CSE-24
22051078,,,CSE-54
22051079,,,CSE-24
22051080,,,CSE-49
22051081,,,CSE-36
22051082,,,CSE-38
22051083,,,CSE-23
22051084,,,CSE-28
22051085,,,CSE-32
22051086,,,CSE-16
22051087,,,CSE-19
22051088,,,CSE-52
22051089,,,CSE-17
22051090,,,CSE-17
22051091,,,CSE-39
22051092,,,CSE-25
22051093,,,CSE-48
22051094,,,CSE-51
22051095,,,CSE-55
22051097,,,CSE-16
22051098,,,CSE-21
22051099,,,CSE-03
22051100,,,CSE-01
22051101,,,CSE-24
22051102,,,CSE-19
22051103,,,CSE-21
22051104,,,CSE-42
22051105,,,CSE-32
22051106,,,CSE-44
22051107,,,CSE-32
22051109,,,CSE-28
22051110,,,CSE-55
22051111,,,CSE-25
22051112,,,CSE-32
22051113,,,CSE-43
22051114,,,CSE-01
22051115,,,CSE-02
22051116,,,CSE-37
22051117,,,CSE-32
22051118,,,CSE-17
22051120,,,CSE-30
22051121,,,CSE-08
22051122,,,CSE-01
22051123,,,CSE-20
22051124,,,CSE-15
22051125,,,CSE-20
22051126,,,CSE-22
22051127,,,CSE-27
22051128,,,CSE-11
22051129,,,CSE-16
22051130,,,CSE-43
22051131,,,CSE-19
22051132,,,CSE-23
22051133,,,CSE-23
22051134,,,CSE-44
22051135,,,CSE-18
22051136,,,CSE-01
22051137,,,CSE-21
22051138,,,CSE-12
22051139,,,CSE-52
22051140,,,CSE-42
22051141,,,CSE-07
22051142,,,CSE-23
22051143,,,CSE-12
22051145,,,CSE-17
22051146,,,CSE-50
22051147,,,CSE-18
22051148,,,CSE-36
22051149,,,CSE-40
22051150,,,CSE-22
22051152,,,CSE-50
22051153,,,CSE-05
22051154,,,CSE-22
22051155,,,CSE-35
22051156,,,CSE-05
22051157,,,CSE-50
22051158,,,CSE-30
22051159,,,CSE-24
22051160,,,CSE-54
22051161,,,CSE-02
22051162,,,CSE-02
22051163,,,CSE-07
22051164,,,CSE-19
22051165,,,CSE-51
22051167,,,CSE-49
22051168,,,CSE-25
22051169,,,CSE-49
22051170,,,CSE-35
22051171,,,CSE-10
22051172,,,CSE-18
22051173,,,CSE-12
22051175,,,CSE-32
22051176,,,CSE-43
22051177,,,CSE-21
22051178,,,CSE-03
22051179,,,CSE-42
22051181,,,CSE-55
22051182,,,CSE-55
22051184,,,CSE-21
22051186,,,CSE-19
22051187,,,CSE-21
22051188,,,CSE-21
22051189,,,CSE-55
22051190,,,CSE-21
22051191,,,CSE-08
22051192,,,CSE-53
22051193,,,CSE-02
22051194,,,CSE-19
22051195,,,CSE-28
22051196,,,CSE-21
22051197,,,CSE-16
22051198,,,CSE-17
22051199,,,CSE-35
22051200,,,CSE-09
22051201,,,CSE-39
22051202,,,CSE-04
22051203,,,CSE-23
22051204,,,CSE-46
22051205,,,CSE-44
22051206,,,CSE-23
22051208,,,CSE-52
22051209,,,CSE-52
22051210,,,CSE-34
22051211,,,CSE-32
22051212,,,CSE-19
22051213,,,CSE-39
22051214,,,CSE-19
22051215,,,CSE-15
22051216,,,CSE-13
22051217,,,CSE-53
22051218,,,CSE-53
22051219,,,CSE-18
22051220,,,CSE-11
22051221,,,CSE-53
22051222,,,CSE-16
22051223,,,CSE-24
22051225,,,CSE-35
22051226,,,CSE-04
22051227,,,CSE-47
22051228,,,CSE-22
22051229,,,CSE-44
22051230,,,CSE-52
22051231,,,CSE-22
22051232,,,CSE-40
22051233,,,CSE-27
22051234,,,CSE-18
22051235,,,CSE-35
22051236,,,CSE-05
22051237,,,CSE-53
22051238,,,CSE-07
22051239,,,CSE-41
22051240,,,CSE-44
22051241,,,CSE-37
22051243,,,CSE-23
22051245,,,CSE-31
22051246,,,CSE-31
22051247,,,CSE-27
22051248,,,CSE-16
22051249,,,CSE-20
22051250,,,CSE-22
22051251,,,CSE-26
22051252,,,CSE-21
22051253,,,CSE-19
22051254,,,CSE-17
22051255,,,CSE-22
22051256,,,CSE-04
22051257,,,CSE-19
22051258,,,CSE-35
22051259,,,CSE-17
22051260,,,CSE-54
22051261,,,CSE-08
22051262,,,CSE-42
22051263,,,CSE-55
22051265,,,CSE-01
22051266,,,CSE-52
22051267,,,CSE-16
22051269,,,CSE-21
22051270,,,CSE-17
22051271,,,CSE-52
22051272,,,CSE-02
22051273,,,CSE-36
22051274,,,CSE-28
22051276,,,CSE-21
22051279,,,CSE-30
22051280,,,CSE-06
22051281,,,CSE-35
22051282,,,CSE-03
22051283,,,CSE-37
22051284,,,CSE-40
22051285,,,CSE-22
22051286,,,CSE-40
22051287,,,CSE-30
22051288,,,CSE-35
22051289,,,CSE-30
22051290,,,CSE-28
22051291,,,CSE-08
22051292,,,CSE-22
22051293,,,CSE-22
22051294,,,CSE-40
22051295,,,CSE-47
22051296,,,CSE-04
22051298,,,CSE-06
22051299,,,CSE-10
22051300,,,CSE-21
22051301,,,CSE-27
22051302,,,CSE-48
22051303,,,CSE-37
22051304,,,CSE-25
22051305,,,CSE-37
22051306,,,CSE-55
22051307,,,CSE-11
22051308,,,CSE-18
22051309,,,CSE-23
22051310,,,CSE-22
22051311,,,CSE-09
22051312,,,CSE-11
22051313,,,CSE-09
22051314,,,CSE-38
22051315,,,CSE-38
22051316,,,CSE-38
22051317,,,CSE-12
22051318,,,CSE-28
22051319,,,CSE-55
22051320,,,CSE-42
22051321,,,CSE-26
22051322,,,CSE-07
22051323,,,CSE-03
22051325,,,CSE-29
22051326,,,CSE-05
22051327,,,CSE-32
22051328,,,CSE-41
22051329,,,CSE-06
22051331,,,CSE-05
22051333,,,CSE-17
22051334,,,CSE-18
22051335,,,CSE-55
22051336,,,CSE-28
22051337,,,CSE-55
22051339,,,CSE-24
22051340,,,CSE-52
22051341,,,CSE-35
22051342,,,CSE-16
22051343,,,CSE-51
22051344,,,CSE-26
22051345,,,CSE-35
22051346,,,CSE-02
22051347,,,CSE-39
22051348,,,CSE-14
22051350,,,CSE-26
22051351,,,CSE-49
22051352,,,CSE-03
22051354,,,CSE-18
22051355,,,CSE-54
22051356,,,CSE-36
22051357,,,CSE-02
22051358,,,CSE-24
22051359,,,CSE-35
22051360,,,CSE-26
22051361,,,CSE-03
22051362,,,CSE-30
22051363,,,CSE-32
22051364,,,CSE-28
22051365,,,CSE-22
22051366,,,CSE-26
22051367,,,CSE-30
22051368,,,CSE-14
22051369,,,CSE-25
22051370,,,CSE-32
22051371,,,CSE-36
22051372,,,CSE-17
22051373,,,CSE-36
22051374,,,CSE-15
22051375,,,CSE-16
22051376,,,CSE-25
22051378,,,CSE-09
22051379,,,CSE-15
22051380,,,CSE-32
22051381,,,CSE-02
22051382,,,CSE-22
22051383,,,CSE-06
22051384,,,CSE-35
22051385,,,CSE-30
22051386,,,CSE-28
22051387,,,CSE-35
22051388,,,CSE-32
22051389,,,CSE-02
22051390,,,CSE-18
22051391,,,CSE-09
22051392,,,CSE-13
22051393,,,CSE-48
22051394,,,CSE-17
22051395,,,CSE-51
22051396,,,CSE-13
22051397,,,CSE-23
22051398,,,CSE-06
22051399,,,CSE-50
22051400,,,CSE-50
22051401,,,CSE-25
22051402,,,CSE-55
22051403,,,CSE-49
22051404,,,CSE-42
22051405,,,CSE-31
22051406,,,CSE-22
22051407,,,CSE-03
22051408,,,CSE-18
22051409,,,CSE-07
22051410,,,CSE-31
22051411,,,CSE-29
22051412,,,CSE-23
22051414,,,CSE-52
22051416,,,CSE-23
22051417,,,CSE-27
22051418,,,CSE-27
22051419,,,CSE-23
22051420,,,CSE-44
22051422,,,CSE-34
22051423,,,CSE-29
22051424,,,CSE-50
22051425,,,CSE-07
22051427,,,CSE-27
22051428,,,CSE-49
22051429,,,CSE-07
22051430,,,CSE-32
22051431,,,CSE-36
22051432,,,CSE-23
22051433,,,CSE-52
22051434,,,CSE-22
22051435,,,CSE-10
22051436,,,CSE-01
22051437,,,CSE-52
22051439,,,CSE-52
22051440,,,CSE-48
22051441,,,CSE-52
22051442,,,CSE-19
22051443,,,CSE-28
22051444,,,CSE-28
22051445,,,CSE-18
22051446,,,CSE-39
22051447,,,CSE-21
22051448,,,CSE-39
22051449,,,CSE-21
22051450,,,CSE-25
22051451,,,CSE-23
22051452,,,CSE-54
22051453,,,CSE-33
22051454,,,CSE-42
22051455,,,CSE-48
22051456,,,CSE-26
22051457,,,CSE-26
22051458,,,CSE-19
22051459,,,CSE-45
22051461,,,CSE-06
22051462,,,CSE-05
22051464,,,CSE-07
22051465,,,CSE-16
22051466,,,CSE-09
22051467,,,CSE-54
22051468,,,CSE-15
22051469,,,CSE-10
22051470,,,CSE-18
22051471,,,CSE-14
22051472,,,CSE-27
22051473,,,CSE-10
22051474,,,CSE-19
22051475,,,CSE-23
22051476,,,CSE-44
22051477,,,CSE-38
22051478,,,CSE-44
22051479,,,CSE-44
22051480,,,CSE-32
22051481,,,CSE-54
22051482,,,CSE-34
22051483,,,CSE-35
22051485,,,CSE-09
22051486,,,CSE-14
22051487,,,CSE-17
22051488,,,CSE-36
22051489,,,CSE-05
22051490,,,CSE-46
22051491,,,CSE-55
22051493,,,CSE-43
22051494,,,CSE-11
22051495,,,CSE-43
22051496,,,CSE-17
22051497,,,CSE-40
22051498,,,CSE-40
22051499,,,CSE-43
22051500,,,CSE-02
22051501,,,CSE-16
22051502,,,CSE-02
22051503,,,CSE-27
22051504,,,CSE-36
22051505,,,CSE-41
22051506,,,CSE-24
22051507,,,CSE-19
22051508,,,CSE-04
22051509,,,CSE-16
22051510,,,CSE-55
22051511,,,CSE-24
22051513,,,CSE-13
22051514,,,CSE-42
22051515,,,CSE-26
22051516,,,CSE-54
22051517,,,CSE-02
22051518,,,CSE-36
22051519,,,CSE-50
22051520,,,CSE-31
22051521,,,CSE-49
22051522,,,CSE-43
22051523,,,CSE-01
22051524,,,CSE-51
22051525,,,CSE-18
22051527,,,CSE-38
22051528,,,CSE-51
22051529,,,CSE-16
22051530,,,CSE-46
22051531,,,CSE-28
22051532,,,CSE-38
22051533,,,CSE-44
22051534,,,CSE-29
22051535,,,CSE-21
22051536,,,CSE-03
22051537,,,CSE-04
22051538,,,CSE-43
22051539,,,CSE-23
22051540,,,CSE-32
22051541,,,CSE-31
22051542,,,CSE-32
22051543,,,CSE-01
22051544,,,CSE-01
22051546,,,CSE-23
22051547,,,CSE-18
22051548,,,CSE-53
22051549,,,CSE-43
22051551,,,CSE-32
22051552,,,CSE-21
22051553,,,CSE-55
22051555,,,CSE-19
22051556,,,CSE-53
22051557,,,CSE-20
22051558,,,CSE-23
22051559,,,CSE-01
22051560,,,CSE-19
22051561,,,CSE-30
22051562,,,CSE-26
22051563,,,CSE-42
22051564,,,CSE-06
22051565,,,CSE-20
22051566,,,CSE-22
22051567,,,CSE-16
22051568,,,CSE-18
22051569,,,CSE-20
22051570,,,CSE-50
22051571,,,CSE-19
22051572,,,CSE-23
22051573,,,CSE-47
22051574,,,CSE-43
22051575,,,CSE-37
22051576,,,CSE-32
22051578,,,CSE-12
22051579,,,CSE-22
22051581,,,CSE-43
22051582,,,CSE-50
22051583,,,CSE-22
22051584,,,CSE-50
22051586,,,CSE-32
22051587,,,CSE-10
22051589,,,CSE-01
22051590,,,CSE-33
22051591,,,CSE-02
22051592,,,CSE-43
22051594,,,CSE-09
22051595,,,CSE-14
22051596,,,CSE-05
22051597,,,CSE-25
22051598,,,CSE-37
22051599,,,CSE-51
22051600,,,CSE-11
22051601,,,CSE-26
22051602,,,CSE-37
22051603,,,CSE-22
22051604,,,CSE-43
22051605,,,CSE-28
22051606,,,CSE-43
22051607,,,CSE-37
22051608,,,CSE-34
22051609,,,CSE-27
22051610,,,CSE-37
22051611,,,CSE-43
22051612,,,CSE-01
22051613,,,CSE-37
22051614,,,CSE-07
22051615,,,CSE-36
22051616,,,CSE-32
22051617,,,CSE-50
22051618,,,CSE-48
22051619,,,CSE-19
22051620,,,CSE-10
22051621,,,CSE-27
22051622,,,CSE-33
22051623,,,CSE-07
22051625,,,CSE-21
22051626,,,CSE-36
22051627,,,CSE-08
22051629,,,CSE-28
22051630,,,CSE-19
22051631,,,CSE-39
22051632,,,CSE-45
22051633,,,CSE-22
22051634,,,CSE-21
22051635,,,CSE-44
22051636,,,CSE-06
22051637,,,CSE-04
22051638,,,CSE-19
22051639,,,CSE-08
22051640,,,CSE-09
22051641,,,CSE-47
22051642,,,CSE-21
22051643,,,CSE-06
22051644,,,CSE-36
22051645,,,CSE-21
22051646,,,CSE-17
22051647,,,CSE-43
22051648,,,CSE-09
22051649,,,CSE-10
22051650,,,CSE-21
22051651,,,CSE-37
22051652,,,CSE-34
22051653,,,CSE-12
22051654,,,CSE-20
22051655,,,CSE-44
22051656,,,CSE-08
22051657,,,CSE-36
22051658,,,CSE-45
22051659,,,CSE-36
22051660,,,CSE-10
22051661,,,CSE-08
22051662,,,CSE-24
22051663,,,CSE-03
22051664,,,CSE-34
22051666,,,CSE-11
22051667,,,CSE-36
22051668,,,CSE-12
22051669,,,CSE-36
22051671,,,CSE-47
22051672,,,CSE-29
22051673,,,CSE-26
22051675,,,CSE-22
22051676,,,CSE-20
22051677,,,CSE-17
22051678,,,CSE-08
22051679,,,CSE-20
22051680,,,CSE-08
22051681,,,CSE-36
22051682,,,CSE-25
22051684,,,CSE-07
22051685,,,CSE-18
22051686,,,CSE-23
22051687,,,CSE-36
22051688,,,CSE-25
22051689,,,CSE-02
22051690,,,CSE-13
22051691,,,CSE-12
22051692,,,CSE-22
22051693,,,CSE-03
22051694,,,CSE-31
22051696,,,CSE-13
22051697,,,CSE-25
22051698,,,CSE-54
22051699,,,CSE-41
22051700,,,CSE-45
22051701,,,CSE-50
22051703,,,CSE-31
22051704,,,CSE-12
22051707,,,CSE-37
22051708,,,CSE-41
22051709,,,CSE-53
22051711,,,CSE-27
22051712,,,CSE-24
22051713,,,CSE-12
22051714,,,CSE-50
22051715,,,CSE-40
22051716,,,CSE-50
22051717,,,CSE-26
22051718,,,CSE-53
22051719,,,CSE-30
22051720,,,CSE-53
22051721,,,CSE-10
22051722,,,CSE-25
22051723,,,CSE-41
22051724,,,CSE-18
22051725,,,CSE-22
22051726,,,CSE-10
22051727,,,CSE-22
22051728,,,CSE-48
22051729,,,CSE-19
22051730,,,CSE-17
22051731,,,CSE-26
22051733,,,CSE-11
22051734,,,CSE-12
22051735,,,CSE-45
22051737,,,CSE-37
22051738,,,CSE-33
22051739,,,CSE-39
22051740,,,CSE-43
22051741,,,CSE-09
22051742,,,CSE-24
22051743,,,CSE-39
22051744,,,CSE-33
22051745,,,CSE-18
22051746,,,CSE-12
22051747,,,CSE-21
22051748,,,CSE-21
22051749,,,CSE-24
22051750,,,CSE-51
22051751,,,CSE-34
22051752,,,CSE-18
22051753,,,CSE-48
22051754,,,CSE-35
22051755,,,CSE-27
22051756,,,CSE-16
22051757,,,CSE-54
22051758,,,CSE-47
22051759,,,CSE-31
22051760,,,CSE-52
22051761,,,CSE-29
22051762,,,CSE-18
22051763,,,CSE-52
22051764,,,CSE-28
22051765,,,CSE-05
22051766,,,CSE-15
22051767,,,CSE-21
22051768,,,CSE-08
22051769,,,CSE-47
22051770,,,CSE-24
22051771,,,CSE-32
22051772,,,CSE-20
22051773,,,CSE-01
22051774,,,CSE-02
22051776,,,CSE-55
22051778,,,CSE-41
22051779,,,CSE-34
22051780,,,CSE-30
22051781,,,CSE-49
22051782,,,CSE-01
22051783,,,CSE-11
22051784,,,CSE-53
22051785,,,CSE-22
22051786,,,CSE-49
22051787,,,CSE-22
22051788,,,CSE-29
22051789,,,CSE-49
22051790,,,CSE-50
22051791,,,CSE-46
22051792,,,CSE-52
22051793,,,CSE-09
22051794,,,CSE-40
22051795,,,CSE-01
22051796,,,CSE-27
22051797,,,CSE-46
22051798,,,CSE-09
22051799,,,CSE-55
22051800,,,CSE-42
22051801,,,CSE-42
22051802,,,CSE-22
22051803,,,CSE-39
22051804,,,CSE-42
22051805,,,CSE-39
22051806,,,CSE-06
22051807,,,CSE-54
22051808,,,CSE-55
22051809,,,CSE-32
22051810,,,CSE-09
22051811,,,CSE-20
22051812,,,CSE-41
22051813,,,CSE-33
22051814,,,CSE-39
22051815,,,CSE-55
22051816,,,CSE-42
22051817,,,CSE-39
22051818,,,CSE-54
22051819,,,CSE-06
22051820,,,CSE-24
22051821,,,CSE-45
22051822,,,CSE-33
22051823,,,CSE-33
22051824,,,CSE-33
22051825,,,CSE-33
22051826,,,CSE-53
22051827,,,CSE-36
22051828,,,CSE-24
22051829,,,CSE-53
22051830,,,CSE-44
22051831,,,CSE-23
22051832,,,CSE-36
22051833,,,CSE-08
22051834,,,CSE-42
22051835,,,CSE-24
22051836,,,CSE-23
22051837,,,CSE-08
22051838,,,CSE-43
22051839,,,CSE-46
22051840,,,CSE-31
22051841,,,CSE-46
22051842,,,CSE-47
22051843,,,CSE-47
22051844,,,CSE-52
22051845,,,CSE-22
22051846,,,CSE-24
22051847,,,CSE-24
22051848,,,CSE-22
22051849,,,CSE-24
22051850,,,CSE-52
22051851,,,CSE-52
22051852,,,CSE-30
22051853,,,CSE-24
22051854,,,CSE-52
22051855,,,CSE-07
22051856,,,CSE-41
22051857,,,CSE-24
22051858,,,CSE-23
22051859,,,CSE-24
22051860,,,CSE-47
22051861,,,CSE-30
22051862,,,CSE-52
22051863,,,CSE-33
22051864,,,CSE-32
22051865,,,CSE-40
22051866,,,CSE-15
22051867,,,CSE-10
22051868,,,CSE-10
22051869,,,CSE-01
22051870,,,CSE-30
22051871,,,CSE-01
22051872,,,CSE-20
22051873,,,CSE-01
22051874,,,CSE-01
22051875,,,CSE-02
22051876,,,CSE-42
22051877,,,CSE-29
22051878,,,CSE-33
22051879,,,CSE-01
22051880,,,CSE-15
22051881,,,CSE-38
22051882,,,CSE-15
22051883,,,CSE-42
22051884,,,CSE-32
22051885,,,CSE-21
22051887,,,CSE-07
22051888,,,CSE-01
22051889,,,CSE-02
22051890,,,CSE-09
22051891,,,CSE-38
22051892,,,CSE-23
22051893,,,CSE-38
22051894,,,CSE-29
22051895,,,CSE-07
22051896,,,CSE-20
22051897,,,CSE-01
22051898,,,CSE-49
22051899,,,CSE-42
22051900,,,CSE-33
22051901,,,CSE-42
22051903,,,CSE-02
22051904,,,CSE-20
22051905,,,CSE-21
22051906,,,CSE-07
22051908,,,CSE-30
22051909,,,CSE-54
22051911,,,CSE-19
22051912,,,CSE-03
22051913,,,CSE-43
22051914,,,CSE-39
22051915,,,CSE-42
22051916,,,CSE-18
22051917,,,CSE-28
22051918,,,CSE-43
22051919,,,CSE-42
22051920,,,CSE-20
22051921,,,CSE-18
22051922,,,CSE-38
22051923,,,CSE-03
22051924,,,CSE-23
22051925,,,CSE-31
22051926,,,CSE-08
22051927,,,CSE-02
22051928,,,CSE-48
22051929,,,CSE-08
22051930,,,CSE-23
22051931,,,CSE-13
22051932,,,CSE-08
22051933,,,CSE-46
22051934,,,CSE-30
22051935,,,CSE-20
22051936,,,CSE-35
22051937,,,CSE-13
22051938,,,CSE-02
22051939,,,CSE-01
22051940,,,CSE-25
22051941,,,CSE-27
22051942,,,CSE-08
22051943,,,CSE-24
22051944,,,CSE-33
22051945,,,CSE-03
22051946,,,CSE-33
22051947,,,CSE-39
22051948,,,CSE-44
22051949,,,CSE-39
22051950,,,CSE-13
22051951,,,CSE-30
22051953,,,CSE-39
22051954,,,CSE-39
22051955,,,CSE-53
22051956,,,CSE-12
22051957,,,CSE-28
22051958,,,CSE-39
22051959,,,CSE-03
22051960,,,CSE-41
22051961,,,CSE-01
22051962,,,CSE-29
22051963,,,CSE-02
22051964,,,CSE-45
22051965,,,CSE-24
22051966,,,CSE-25
22051967,,,CSE-15
22051968,,,CSE-24
22051969,,,CSE-18
22051970,,,CSE-55
22051971,,,CSE-02
22051972,,,CSE-04
22051973,,,CSE-27
22051974,,,CSE-04
22051975,,,CSE-10
22051976,,,CSE-08
22051977,,,CSE-45
22051978,,,CSE-01
22051979,,,CSE-24
22051980,,,CSE-37
22051981,,,CSE-03
22051982,,,CSE-36
22051983,,,CSE-46
22051984,,,CSE-18
22051985,,,CSE-08
22051986,,,CSE-08
22051987,,,CSE-11
22051988,,,CSE-01
22051990,,,CSE-08
22051991,,,CSE-43
22051992,,,CSE-28
22051993,,,CSE-41
22051994,,,CSE-27
22051995,,,CSE-53
22051996,,,CSE-39
22051997,,,CSE-07
22051998,,,CSE-35
22051999,,,CSE-20
22052000,,,CSE-42
22052001,,,CSE-32
22052002,,,CSE-21
22052003,,,CSE-01
22052004,,,CSE-49
22052005,,,CSE-12
22052006,,,CSE-18
22052007,,,CSE-35
22052008,,,CSE-24
22052009,,,CSE-20
22052010,,,CSE-30
22052011,,,CSE-44
22052012,,,CSE-20
22052013,,,CSE-21
22052014,,,CSE-49
22052015,,,CSE-18
22052017,,,CSE-13
22052018,,,CSE-21
22052019,,,CSE-21
22052020,,,CSE-01
22052021,,,CSE-42
22052022,,,CSE-42
22052023,,,CSE-39
22052024,,,CSE-30
22052025,,,CSE-10
22052026,,,CSE-51
22052027,,,CSE-02
22052028,,,CSE-45
22052029,,,CSE-21
22052030,,,CSE-52
22052031,,,CSE-02
22052032,,,CSE-21
22052033,,,CSE-21
22052034,,,CSE-40
22052035,,,CSE-22
22052036,,,CSE-32
22052037,,,CSE-19
22052038,,,CSE-15
22052039,,,CSE-49
22052040,,,CSE-01
22052041,,,CSE-19
22052042,,,CSE-31
22052043,,,CSE-31
22052044,,,CSE-31
22052045,,,CSE-48
22052047,,,CSE-48
22052048,,,CSE-47
22052049,,,CSE-17
22052050,,,CSE-25
22052051,,,CSE-20
22052052,,,CSE-27
22052053,,,CSE-07
22052054,,,CSE-31
22052055,,,CSE-41
22052056,,,CSE-36
22052057,,,CSE-36
22052058,,,CSE-36
22052059,,,CSE-19
22052060,,,CSE-19
22052061,,,CSE-26
22052062,,,CSE-30
22052063,,,CSE-38
22052064,,,CSE-31
22052065,,,CSE-25
22052067,,,CSE-03
22052068,,,CSE-25
22052069,,,CSE-29
22052071,,,CSE-32
22052072,,,CSE-10
22052073,,,CSE-01
22052074,,,CSE-21
22052075,,,CSE-10
22052076,,,CSE-22
22052077,,,CSE-40
22052079,,,CSE-25
22052080,,,CSE-32
22052081,,,CSE-55
22052082,,,CSE-10
22052083,,,CSE-10
22052084,,,CSE-38
22052085,,,CSE-25
22052086,,,CSE-14
22052088,,,CSE-05
22052089,,,CSE-07
22052090,,,CSE-40
22052091,,,CSE-08
22052092,,,CSE-05
22052093,,,CSE-54
22052094,,,CSE-48
22052095,,,CSE-14
22052096,,,CSE-45
22052097,,,CSE-20
22052098,,,CSE-21
22052100,,,CSE-40
22052101,,,CSE-40
22052102,,,CSE-47
22052103,,,CSE-47
22052104,,,CSE-16
22052105,,,CSE-23
22052106,,,CSE-16
22052107,,,CSE-13
22052108,,,CSE-23
22052109,,,CSE-22
22052110,,,CSE-23
